year,state,homelessness,number,region,state_new
2016,UT,Overall Homeless,2807.0,west,State
2016,VA,Overall Homeless,6268.0,southeast,State
2016,VI,Overall Homeless,341.0,northeast,Territory
2016,VT,Overall Homeless,1117.0,northeast,State
2016,WA,Overall Homeless,20827.0,west,State
2016,WI,Overall Homeless,5685.0,midwest,State
2016,WV,Overall Homeless,1387.0,southeast,State
2016,WY,Overall Homeless,857.0,west,State
2016,Total,Overall Homeless,549928.0,Total,
2016,AK,Sheltered ES Homeless,1007.0,west,State
2016,AL,Sheltered ES Homeless,1601.0,southeast,State
2016,AR,Sheltered ES Homeless,1092.0,southeast,State
2016,AZ,Sheltered ES Homeless,3701.0,southwest,State
2016,CA,Sheltered ES Homeless,21766.0,west,State
2016,CO,Sheltered ES Homeless,4467.0,west,State
2016,CT,Sheltered ES Homeless,2370.0,northeast,State
2016,DC,Sheltered ES Homeless,6259.0,southeast,State
2016,DE,Sheltered ES Homeless,621.0,southeast,State
2016,FL,Sheltered ES Homeless,10526.0,southeast,State
2016,GA,Sheltered ES Homeless,3963.0,southeast,State
2016,GU,Sheltered ES Homeless,105.0,west,Territory
2016,HI,Sheltered ES Homeless,1226.0,west,State
2016,IA,Sheltered ES Homeless,1332.0,midwest,State
2016,ID,Sheltered ES Homeless,832.0,west,State
2016,IL,Sheltered ES Homeless,4183.0,midwest,State
2016,IN,Sheltered ES Homeless,3164.0,midwest,State
2016,KS,Sheltered ES Homeless,1080.0,midwest,State
2016,KY,Sheltered ES Homeless,2112.0,southeast,State
2016,LA,Sheltered ES Homeless,1444.0,southeast,State
2016,MA,Sheltered ES Homeless,15714.0,northeast,State
2016,MD,Sheltered ES Homeless,3647.0,southeast,State
2016,ME,Sheltered ES Homeless,1060.0,northeast,State
2016,MI,Sheltered ES Homeless,5394.0,midwest,State
2016,MN,Sheltered ES Homeless,3700.0,midwest,State
2016,MO,Sheltered ES Homeless,3050.0,midwest,State
2016,MS,Sheltered ES Homeless,524.0,southeast,State
2016,MT,Sheltered ES Homeless,481.0,west,State
2016,NC,Sheltered ES Homeless,5215.0,southeast,State
2016,ND,Sheltered ES Homeless,535.0,midwest,State
2016,NE,Sheltered ES Homeless,1484.0,midwest,State
2016,NH,Sheltered ES Homeless,653.0,northeast,State
2016,NJ,Sheltered ES Homeless,5514.0,northeast,State
2016,NM,Sheltered ES Homeless,1241.0,southwest,State
2016,NV,Sheltered ES Homeless,2328.0,west,State
2016,NY,Sheltered ES Homeless,75595.0,northeast,State
2016,OH,Sheltered ES Homeless,6530.0,midwest,State
2016,OK,Sheltered ES Homeless,2425.0,southwest,State
2016,OR,Sheltered ES Homeless,3138.0,west,State
2016,PA,Sheltered ES Homeless,7784.0,northeast,State
2016,PR,Sheltered ES Homeless,343.0,northeast,Territory
2016,RI,Sheltered ES Homeless,822.0,northeast,State
2016,SC,Sheltered ES Homeless,1832.0,southeast,State
2016,SD,Sheltered ES Homeless,616.0,midwest,State
2016,TN,Sheltered ES Homeless,3729.0,southeast,State
2016,TX,Sheltered ES Homeless,10448.0,southwest,State
2016,UT,Sheltered ES Homeless,1984.0,west,State
2016,VA,Sheltered ES Homeless,3900.0,southeast,State
2016,VI,Sheltered ES Homeless,53.0,northeast,Territory
2016,VT,Sheltered ES Homeless,660.0,northeast,State
2016,WA,Sheltered ES Homeless,6752.0,west,State
2016,WI,Sheltered ES Homeless,3044.0,midwest,State
2016,WV,Sheltered ES Homeless,963.0,southeast,State
2016,WY,Sheltered ES Homeless,297.0,west,State
2016,Total,Sheltered ES Homeless,254306.0,Total,
2016,AK,Sheltered TH Homeless,491.0,west,State
2016,AL,Sheltered TH Homeless,1258.0,southeast,State
2016,AR,Sheltered TH Homeless,514.0,southeast,State
2016,AZ,Sheltered TH Homeless,2722.0,southwest,State
2016,CA,Sheltered TH Homeless,17860.0,west,State
2016,CO,Sheltered TH Homeless,3098.0,west,State
2016,CT,Sheltered TH Homeless,859.0,northeast,State
2016,DC,Sheltered TH Homeless,1773.0,southeast,State
2016,DE,Sheltered TH Homeless,398.0,southeast,State
2016,FL,Sheltered TH Homeless,7542.0,southeast,State
2016,GA,Sheltered TH Homeless,3580.0,southeast,State
2016,GU,Sheltered TH Homeless,7.0,west,Territory
2016,HI,Sheltered TH Homeless,2361.0,west,State
2016,IA,Sheltered TH Homeless,1589.0,midwest,State
2016,ID,Sheltered TH Homeless,677.0,west,State
2016,IL,Sheltered TH Homeless,5459.0,midwest,State
2016,IN,Sheltered TH Homeless,1909.0,midwest,State
2016,KS,Sheltered TH Homeless,881.0,midwest,State
2016,KY,Sheltered TH Homeless,1419.0,southeast,State
2016,LA,Sheltered TH Homeless,1366.0,southeast,State
2016,MA,Sheltered TH Homeless,3093.0,northeast,State
2016,MD,Sheltered TH Homeless,2436.0,southeast,State
2016,ME,Sheltered TH Homeless,1049.0,northeast,State
2016,MI,Sheltered TH Homeless,2905.0,midwest,State
2016,MN,Sheltered TH Homeless,2752.0,midwest,State
2016,MO,Sheltered TH Homeless,1890.0,midwest,State
2016,MS,Sheltered TH Homeless,365.0,southeast,State
2016,MT,Sheltered TH Homeless,307.0,west,State
2016,NC,Sheltered TH Homeless,2035.0,southeast,State
2016,ND,Sheltered TH Homeless,172.0,midwest,State
2016,NE,Sheltered TH Homeless,1169.0,midwest,State
2016,NH,Sheltered TH Homeless,562.0,northeast,State
2016,NJ,Sheltered TH Homeless,1927.0,northeast,State
2016,NM,Sheltered TH Homeless,568.0,southwest,State
2016,NV,Sheltered TH Homeless,1118.0,west,State
2016,NY,Sheltered TH Homeless,7003.0,northeast,State
2016,OH,Sheltered TH Homeless,2647.0,midwest,State
2016,OK,Sheltered TH Homeless,638.0,southwest,State
2016,OR,Sheltered TH Homeless,2090.0,west,State
2016,PA,Sheltered TH Homeless,5689.0,northeast,State
2016,PR,Sheltered TH Homeless,921.0,northeast,Territory
2016,RI,Sheltered TH Homeless,301.0,northeast,State
2016,SC,Sheltered TH Homeless,1517.0,southeast,State
2016,SD,Sheltered TH Homeless,271.0,midwest,State
2016,TN,Sheltered TH Homeless,2037.0,southeast,State
2016,TX,Sheltered TH Homeless,5669.0,southwest,State
2016,UT,Sheltered TH Homeless,587.0,west,State
2016,VA,Sheltered TH Homeless,1559.0,southeast,State
2016,VI,Sheltered TH Homeless,36.0,northeast,Territory
2016,VT,Sheltered TH Homeless,297.0,northeast,State
2016,WA,Sheltered TH Homeless,5567.0,west,State
2016,WI,Sheltered TH Homeless,2167.0,midwest,State
2016,WV,Sheltered TH Homeless,278.0,southeast,State
2016,WY,Sheltered TH Homeless,194.0,west,State
2016,Total,Sheltered TH Homeless,117579.0,Total,
2016,AK,Sheltered SH Homeless,0.0,west,State
2016,AL,Sheltered SH Homeless,34.0,southeast,State
2016,AR,Sheltered SH Homeless,10.0,southeast,State
2016,AZ,Sheltered SH Homeless,40.0,southwest,State
2016,CA,Sheltered SH Homeless,126.0,west,State
2016,CO,Sheltered SH Homeless,46.0,west,State
2016,CT,Sheltered SH Homeless,0.0,northeast,State
2016,DC,Sheltered SH Homeless,0.0,southeast,State
2016,DE,Sheltered SH Homeless,0.0,southeast,State
2016,FL,Sheltered SH Homeless,130.0,southeast,State
2016,GA,Sheltered SH Homeless,0.0,southeast,State
2016,GU,Sheltered SH Homeless,0.0,west,Territory
2016,HI,Sheltered SH Homeless,26.0,west,State
2016,IA,Sheltered SH Homeless,0.0,midwest,State
2016,ID,Sheltered SH Homeless,0.0,west,State
2016,IL,Sheltered SH Homeless,94.0,midwest,State
2016,IN,Sheltered SH Homeless,34.0,midwest,State
2016,KS,Sheltered SH Homeless,12.0,midwest,State
2016,KY,Sheltered SH Homeless,0.0,southeast,State
2016,LA,Sheltered SH Homeless,43.0,southeast,State
2016,MA,Sheltered SH Homeless,41.0,northeast,State
2016,MD,Sheltered SH Homeless,78.0,southeast,State
2016,ME,Sheltered SH Homeless,12.0,northeast,State
2016,MI,Sheltered SH Homeless,57.0,midwest,State
2016,MN,Sheltered SH Homeless,0.0,midwest,State
2016,MO,Sheltered SH Homeless,38.0,midwest,State
2016,MS,Sheltered SH Homeless,0.0,southeast,State
2016,MT,Sheltered SH Homeless,0.0,west,State
2016,NC,Sheltered SH Homeless,0.0,southeast,State
2016,ND,Sheltered SH Homeless,0.0,midwest,State
2016,NE,Sheltered SH Homeless,0.0,midwest,State
2016,NH,Sheltered SH Homeless,8.0,northeast,State
2016,NJ,Sheltered SH Homeless,20.0,northeast,State
2016,NM,Sheltered SH Homeless,0.0,southwest,State
2016,NV,Sheltered SH Homeless,25.0,west,State
2016,NY,Sheltered SH Homeless,163.0,northeast,State
2016,OH,Sheltered SH Homeless,89.0,midwest,State
2016,OK,Sheltered SH Homeless,24.0,southwest,State
2016,OR,Sheltered SH Homeless,8.0,west,State
2016,PA,Sheltered SH Homeless,191.0,northeast,State
2016,PR,Sheltered SH Homeless,57.0,northeast,Territory
2016,RI,Sheltered SH Homeless,0.0,northeast,State
2016,SC,Sheltered SH Homeless,12.0,southeast,State
2016,SD,Sheltered SH Homeless,0.0,midwest,State
2016,TN,Sheltered SH Homeless,7.0,southeast,State
2016,TX,Sheltered SH Homeless,97.0,southwest,State
2016,UT,Sheltered SH Homeless,0.0,west,State
2016,VA,Sheltered SH Homeless,43.0,southeast,State
2016,VI,Sheltered SH Homeless,0.0,northeast,Territory
2016,VT,Sheltered SH Homeless,4.0,northeast,State
2016,WA,Sheltered SH Homeless,42.0,west,State
2016,WI,Sheltered SH Homeless,64.0,midwest,State
2016,WV,Sheltered SH Homeless,11.0,southeast,State
2016,WY,Sheltered SH Homeless,0.0,west,State
2016,Total,Sheltered SH Homeless,1686.0,Total,
2016,AK,Sheltered Total Homeless,1498.0,west,State
2016,AL,Sheltered Total Homeless,2893.0,southeast,State
2016,AR,Sheltered Total Homeless,1616.0,southeast,State
2016,AZ,Sheltered Total Homeless,6463.0,southwest,State
2016,CA,Sheltered Total Homeless,39752.0,west,State
2016,CO,Sheltered Total Homeless,7611.0,west,State
2016,CT,Sheltered Total Homeless,3229.0,northeast,State
2016,DC,Sheltered Total Homeless,8032.0,southeast,State
2016,DE,Sheltered Total Homeless,1019.0,southeast,State
2016,FL,Sheltered Total Homeless,18198.0,southeast,State
2016,GA,Sheltered Total Homeless,7543.0,southeast,State
2016,GU,Sheltered Total Homeless,112.0,west,Territory
2016,HI,Sheltered Total Homeless,3613.0,west,State
2016,IA,Sheltered Total Homeless,2921.0,midwest,State
2016,ID,Sheltered Total Homeless,1509.0,west,State
2016,IL,Sheltered Total Homeless,9736.0,midwest,State
2016,IN,Sheltered Total Homeless,5107.0,midwest,State
2016,KS,Sheltered Total Homeless,1973.0,midwest,State
2016,KY,Sheltered Total Homeless,3531.0,southeast,State
2016,LA,Sheltered Total Homeless,2853.0,southeast,State
2016,MA,Sheltered Total Homeless,18848.0,northeast,State
2016,MD,Sheltered Total Homeless,6161.0,southeast,State
2016,ME,Sheltered Total Homeless,2121.0,northeast,State
2016,MI,Sheltered Total Homeless,8356.0,midwest,State
2016,MN,Sheltered Total Homeless,6452.0,midwest,State
2016,MO,Sheltered Total Homeless,4978.0,midwest,State
2016,MS,Sheltered Total Homeless,889.0,southeast,State
2016,MT,Sheltered Total Homeless,788.0,west,State
2016,NC,Sheltered Total Homeless,7250.0,southeast,State
2016,ND,Sheltered Total Homeless,707.0,midwest,State
2016,NE,Sheltered Total Homeless,2653.0,midwest,State
2016,NH,Sheltered Total Homeless,1223.0,northeast,State
2016,NJ,Sheltered Total Homeless,7461.0,northeast,State
2016,NM,Sheltered Total Homeless,1809.0,southwest,State
2016,NV,Sheltered Total Homeless,3471.0,west,State
2016,NY,Sheltered Total Homeless,82761.0,northeast,State
2016,OH,Sheltered Total Homeless,9266.0,midwest,State
2016,OK,Sheltered Total Homeless,3087.0,southwest,State
2016,OR,Sheltered Total Homeless,5236.0,west,State
2016,PA,Sheltered Total Homeless,13664.0,northeast,State
2016,PR,Sheltered Total Homeless,1321.0,northeast,Territory
2016,RI,Sheltered Total Homeless,1123.0,northeast,State
2016,SC,Sheltered Total Homeless,3361.0,southeast,State
2016,SD,Sheltered Total Homeless,887.0,midwest,State
2016,TN,Sheltered Total Homeless,5773.0,southeast,State
2016,TX,Sheltered Total Homeless,16214.0,southwest,State
2016,UT,Sheltered Total Homeless,2571.0,west,State
2016,VA,Sheltered Total Homeless,5502.0,southeast,State
2016,VI,Sheltered Total Homeless,89.0,northeast,Territory
2016,VT,Sheltered Total Homeless,961.0,northeast,State
2016,WA,Sheltered Total Homeless,12361.0,west,State
2016,WI,Sheltered Total Homeless,5275.0,midwest,State
2016,WV,Sheltered Total Homeless,1252.0,southeast,State
2016,WY,Sheltered Total Homeless,491.0,west,State
2016,Total,Sheltered Total Homeless,373571.0,Total,
2016,AK,Unsheltered Homeless,442.0,west,State
2016,AL,Unsheltered Homeless,1218.0,southeast,State
2016,AR,Unsheltered Homeless,847.0,southeast,State
2016,AZ,Unsheltered Homeless,3244.0,southwest,State
2016,CA,Unsheltered Homeless,78390.0,west,State
2016,CO,Unsheltered Homeless,2939.0,west,State
2016,CT,Unsheltered Homeless,673.0,northeast,State
2016,DC,Unsheltered Homeless,318.0,southeast,State
2016,DE,Unsheltered Homeless,51.0,southeast,State
2016,FL,Unsheltered Homeless,15361.0,southeast,State
2016,GA,Unsheltered Homeless,5366.0,southeast,State
2016,GU,Unsheltered Homeless,973.0,west,Territory
2016,HI,Unsheltered Homeless,4308.0,west,State
2016,IA,Unsheltered Homeless,143.0,midwest,State
2016,ID,Unsheltered Homeless,738.0,west,State
2016,IL,Unsheltered Homeless,1854.0,midwest,State
2016,IN,Unsheltered Homeless,691.0,midwest,State
2016,KS,Unsheltered Homeless,282.0,midwest,State
2016,KY,Unsheltered Homeless,706.0,southeast,State
2016,LA,Unsheltered Homeless,1141.0,southeast,State
2016,MA,Unsheltered Homeless,760.0,northeast,State
2016,MD,Unsheltered Homeless,1528.0,southeast,State
2016,ME,Unsheltered Homeless,120.0,northeast,State
2016,MI,Unsheltered Homeless,960.0,midwest,State
2016,MN,Unsheltered Homeless,889.0,midwest,State
2016,MO,Unsheltered Homeless,1216.0,midwest,State
2016,MS,Unsheltered Homeless,849.0,southeast,State
2016,MT,Unsheltered Homeless,630.0,west,State
2016,NC,Unsheltered Homeless,2309.0,southeast,State
2016,ND,Unsheltered Homeless,216.0,midwest,State
2016,NE,Unsheltered Homeless,101.0,midwest,State
2016,NH,Unsheltered Homeless,143.0,northeast,State
2016,NJ,Unsheltered Homeless,1434.0,northeast,State
2016,NM,Unsheltered Homeless,454.0,southwest,State
2016,NV,Unsheltered Homeless,3927.0,west,State
2016,NY,Unsheltered Homeless,3591.0,northeast,State
2016,OH,Unsheltered Homeless,1138.0,midwest,State
2016,OK,Unsheltered Homeless,1020.0,southwest,State
2016,OR,Unsheltered Homeless,8002.0,west,State
2016,PA,Unsheltered Homeless,1675.0,northeast,State
2016,PR,Unsheltered Homeless,3097.0,northeast,Territory
2016,RI,Unsheltered Homeless,37.0,northeast,State
2016,SC,Unsheltered Homeless,1690.0,southeast,State
2016,SD,Unsheltered Homeless,185.0,midwest,State
2016,TN,Unsheltered Homeless,3006.0,southeast,State
2016,TX,Unsheltered Homeless,6908.0,southwest,State
2016,UT,Unsheltered Homeless,236.0,west,State
2016,VA,Unsheltered Homeless,766.0,southeast,State
2016,VI,Unsheltered Homeless,252.0,northeast,Territory
2016,VT,Unsheltered Homeless,156.0,northeast,State
2016,WA,Unsheltered Homeless,8466.0,west,State
2016,WI,Unsheltered Homeless,410.0,midwest,State
2016,WV,Unsheltered Homeless,135.0,southeast,State
2016,WY,Unsheltered Homeless,366.0,west,State
2016,Total,Unsheltered Homeless,176357.0,Total,
2016,AK,Homeless Individuals,1527.0,west,State
2016,AL,Homeless Individuals,3019.0,southeast,State
2016,AR,Homeless Individuals,1838.0,southeast,State
2016,AZ,Homeless Individuals,6659.0,southwest,State
2016,CA,Homeless Individuals,97660.0,west,State
2016,CO,Homeless Individuals,6450.0,west,State
2016,CT,Homeless Individuals,2570.0,northeast,State
2016,DC,Homeless Individuals,3683.0,southeast,State
2016,DE,Homeless Individuals,753.0,southeast,State
2016,FL,Homeless Individuals,24201.0,southeast,State
2016,GA,Homeless Individuals,9265.0,southeast,State
2016,GU,Homeless Individuals,227.0,west,Territory
2016,HI,Homeless Individuals,4590.0,west,State
2016,IA,Homeless Individuals,1543.0,midwest,State
2016,ID,Homeless Individuals,1284.0,west,State
2016,IL,Homeless Individuals,6986.0,midwest,State
2016,IN,Homeless Individuals,3824.0,midwest,State
2016,KS,Homeless Individuals,1228.0,midwest,State
2016,KY,Homeless Individuals,2949.0,southeast,State
2016,LA,Homeless Individuals,3176.0,southeast,State
2016,MA,Homeless Individuals,6434.0,northeast,State
2016,MD,Homeless Individuals,4983.0,southeast,State
2016,ME,Homeless Individuals,1321.0,northeast,State
2016,MI,Homeless Individuals,5803.0,midwest,State
2016,MN,Homeless Individuals,3669.0,midwest,State
2016,MO,Homeless Individuals,3810.0,midwest,State
2016,MS,Homeless Individuals,1299.0,southeast,State
2016,MT,Homeless Individuals,844.0,west,State
2016,NC,Homeless Individuals,6396.0,southeast,State
2016,ND,Homeless Individuals,662.0,midwest,State
2016,NE,Homeless Individuals,1880.0,midwest,State
2016,NH,Homeless Individuals,827.0,northeast,State
2016,NJ,Homeless Individuals,5540.0,northeast,State
2016,NM,Homeless Individuals,1556.0,southwest,State
2016,NV,Homeless Individuals,6853.0,west,State
2016,NY,Homeless Individuals,35315.0,northeast,State
2016,OH,Homeless Individuals,6946.0,midwest,State
2016,OK,Homeless Individuals,2997.0,southwest,State
2016,OR,Homeless Individuals,9379.0,west,State
2016,PA,Homeless Individuals,8599.0,northeast,State
2016,PR,Homeless Individuals,3799.0,northeast,Territory
2016,RI,Homeless Individuals,859.0,northeast,State
2016,SC,Homeless Individuals,3758.0,southeast,State
2016,SD,Homeless Individuals,548.0,midwest,State
2016,TN,Homeless Individuals,6652.0,southeast,State
2016,TX,Homeless Individuals,15959.0,southwest,State
2016,UT,Homeless Individuals,1828.0,west,State
2016,VA,Homeless Individuals,3959.0,southeast,State
2016,VI,Homeless Individuals,308.0,northeast,Territory
2016,VT,Homeless Individuals,655.0,northeast,State
2016,WA,Homeless Individuals,13900.0,west,State
2016,WI,Homeless Individuals,2886.0,midwest,State
2016,WV,Homeless Individuals,1039.0,southeast,State
2016,WY,Homeless Individuals,517.0,west,State
2016,Total,Homeless Individuals,355212.0,Total,
2016,AK,Sheltered ES Homeless Individuals,777.0,west,State
2016,AL,Sheltered ES Homeless Individuals,1147.0,southeast,State
2016,AR,Sheltered ES Homeless Individuals,769.0,southeast,State
2016,AZ,Sheltered ES Homeless Individuals,2411.0,southwest,State
2016,CA,Sheltered ES Homeless Individuals,14154.0,west,State
2016,CO,Sheltered ES Homeless Individuals,3227.0,west,State
2016,CT,Sheltered ES Homeless Individuals,1494.0,northeast,State
2016,DC,Sheltered ES Homeless Individuals,2594.0,southeast,State
2016,DE,Sheltered ES Homeless Individuals,454.0,southeast,State
2016,FL,Sheltered ES Homeless Individuals,6838.0,southeast,State
2016,GA,Sheltered ES Homeless Individuals,2721.0,southeast,State
2016,GU,Sheltered ES Homeless Individuals,11.0,west,Territory
2016,HI,Sheltered ES Homeless Individuals,647.0,west,State
2016,IA,Sheltered ES Homeless Individuals,918.0,midwest,State
2016,ID,Sheltered ES Homeless Individuals,562.0,west,State
2016,IL,Sheltered ES Homeless Individuals,3231.0,midwest,State
2016,IN,Sheltered ES Homeless Individuals,2092.0,midwest,State
2016,KS,Sheltered ES Homeless Individuals,677.0,midwest,State
2016,KY,Sheltered ES Homeless Individuals,1514.0,southeast,State
2016,LA,Sheltered ES Homeless Individuals,1105.0,southeast,State
2016,MA,Sheltered ES Homeless Individuals,3838.0,northeast,State
2016,MD,Sheltered ES Homeless Individuals,2417.0,southeast,State
2016,ME,Sheltered ES Homeless Individuals,677.0,northeast,State
2016,MI,Sheltered ES Homeless Individuals,3436.0,midwest,State
2016,MN,Sheltered ES Homeless Individuals,2158.0,midwest,State
2016,MO,Sheltered ES Homeless Individuals,1874.0,midwest,State
2016,MS,Sheltered ES Homeless Individuals,373.0,southeast,State
2016,MT,Sheltered ES Homeless Individuals,296.0,west,State
2016,NC,Sheltered ES Homeless Individuals,3480.0,southeast,State
2016,ND,Sheltered ES Homeless Individuals,444.0,midwest,State
2016,NE,Sheltered ES Homeless Individuals,1085.0,midwest,State
2016,NH,Sheltered ES Homeless Individuals,429.0,northeast,State
2016,NJ,Sheltered ES Homeless Individuals,3173.0,northeast,State
2016,NM,Sheltered ES Homeless Individuals,904.0,southwest,State
2016,NV,Sheltered ES Homeless Individuals,1999.0,west,State
2016,NY,Sheltered ES Homeless Individuals,27242.0,northeast,State
2016,OH,Sheltered ES Homeless Individuals,4221.0,midwest,State
2016,OK,Sheltered ES Homeless Individuals,1731.0,southwest,State
2016,OR,Sheltered ES Homeless Individuals,2325.0,west,State
2016,PA,Sheltered ES Homeless Individuals,4634.0,northeast,State
2016,PR,Sheltered ES Homeless Individuals,305.0,northeast,Territory
2016,RI,Sheltered ES Homeless Individuals,682.0,northeast,State
2016,SC,Sheltered ES Homeless Individuals,1359.0,southeast,State
2016,SD,Sheltered ES Homeless Individuals,326.0,midwest,State
2016,TN,Sheltered ES Homeless Individuals,2838.0,southeast,State
2016,TX,Sheltered ES Homeless Individuals,7076.0,southwest,State
2016,UT,Sheltered ES Homeless Individuals,1290.0,west,State
2016,VA,Sheltered ES Homeless Individuals,2698.0,southeast,State
2016,VI,Sheltered ES Homeless Individuals,32.0,northeast,Territory
2016,VT,Sheltered ES Homeless Individuals,377.0,northeast,State
2016,WA,Sheltered ES Homeless Individuals,4659.0,west,State
2016,WI,Sheltered ES Homeless Individuals,1682.0,midwest,State
2016,WV,Sheltered ES Homeless Individuals,724.0,southeast,State
2016,WY,Sheltered ES Homeless Individuals,184.0,west,State
2016,Total,Sheltered ES Homeless Individuals,138311.0,Total,
2016,AK,Sheltered TH Homeless Individuals,312.0,west,State
2016,AL,Sheltered TH Homeless Individuals,836.0,southeast,State
2016,AR,Sheltered TH Homeless Individuals,361.0,southeast,State
2016,AZ,Sheltered TH Homeless Individuals,1113.0,southwest,State
2016,CA,Sheltered TH Homeless Individuals,9440.0,west,State
2016,CO,Sheltered TH Homeless Individuals,1079.0,west,State
2016,CT,Sheltered TH Homeless Individuals,409.0,northeast,State
2016,DC,Sheltered TH Homeless Individuals,771.0,southeast,State
2016,DE,Sheltered TH Homeless Individuals,248.0,southeast,State
2016,FL,Sheltered TH Homeless Individuals,4673.0,southeast,State
2016,GA,Sheltered TH Homeless Individuals,2064.0,southeast,State
2016,GU,Sheltered TH Homeless Individuals,7.0,west,Territory
2016,HI,Sheltered TH Homeless Individuals,609.0,west,State
2016,IA,Sheltered TH Homeless Individuals,482.0,midwest,State
2016,ID,Sheltered TH Homeless Individuals,324.0,west,State
2016,IL,Sheltered TH Homeless Individuals,1901.0,midwest,State
2016,IN,Sheltered TH Homeless Individuals,1032.0,midwest,State
2016,KS,Sheltered TH Homeless Individuals,267.0,midwest,State
2016,KY,Sheltered TH Homeless Individuals,886.0,southeast,State
2016,LA,Sheltered TH Homeless Individuals,921.0,southeast,State
2016,MA,Sheltered TH Homeless Individuals,1811.0,northeast,State
2016,MD,Sheltered TH Homeless Individuals,1256.0,southeast,State
2016,ME,Sheltered TH Homeless Individuals,526.0,northeast,State
2016,MI,Sheltered TH Homeless Individuals,1480.0,midwest,State
2016,MN,Sheltered TH Homeless Individuals,744.0,midwest,State
2016,MO,Sheltered TH Homeless Individuals,918.0,midwest,State
2016,MS,Sheltered TH Homeless Individuals,183.0,southeast,State
2016,MT,Sheltered TH Homeless Individuals,147.0,west,State
2016,NC,Sheltered TH Homeless Individuals,1202.0,southeast,State
2016,ND,Sheltered TH Homeless Individuals,65.0,midwest,State
2016,NE,Sheltered TH Homeless Individuals,694.0,midwest,State
2016,NH,Sheltered TH Homeless Individuals,258.0,northeast,State
2016,NJ,Sheltered TH Homeless Individuals,994.0,northeast,State
2016,NM,Sheltered TH Homeless Individuals,223.0,southwest,State
2016,NV,Sheltered TH Homeless Individuals,913.0,west,State
2016,NY,Sheltered TH Homeless Individuals,4388.0,northeast,State
2016,OH,Sheltered TH Homeless Individuals,1580.0,midwest,State
2016,OK,Sheltered TH Homeless Individuals,365.0,southwest,State
2016,OR,Sheltered TH Homeless Individuals,1325.0,west,State
2016,PA,Sheltered TH Homeless Individuals,2255.0,northeast,State
2016,PR,Sheltered TH Homeless Individuals,537.0,northeast,Territory
2016,RI,Sheltered TH Homeless Individuals,140.0,northeast,State
2016,SC,Sheltered TH Homeless Individuals,969.0,southeast,State
2016,SD,Sheltered TH Homeless Individuals,120.0,midwest,State
2016,TN,Sheltered TH Homeless Individuals,1357.0,southeast,State
2016,TX,Sheltered TH Homeless Individuals,2142.0,southwest,State
2016,UT,Sheltered TH Homeless Individuals,322.0,west,State
2016,VA,Sheltered TH Homeless Individuals,504.0,southeast,State
2016,VI,Sheltered TH Homeless Individuals,24.0,northeast,Territory
2016,VT,Sheltered TH Homeless Individuals,135.0,northeast,State
2016,WA,Sheltered TH Homeless Individuals,1688.0,west,State
2016,WI,Sheltered TH Homeless Individuals,749.0,midwest,State
2016,WV,Sheltered TH Homeless Individuals,169.0,southeast,State
2016,WY,Sheltered TH Homeless Individuals,93.0,west,State
2016,Total,Sheltered TH Homeless Individuals,58011.0,Total,
2016,AK,Sheltered SH Homeless Individuals,0.0,west,State
2016,AL,Sheltered SH Homeless Individuals,34.0,southeast,State
2016,AR,Sheltered SH Homeless Individuals,10.0,southeast,State
2016,AZ,Sheltered SH Homeless Individuals,40.0,southwest,State
2016,CA,Sheltered SH Homeless Individuals,126.0,west,State
2016,CO,Sheltered SH Homeless Individuals,46.0,west,State
2016,CT,Sheltered SH Homeless Individuals,0.0,northeast,State
2016,DC,Sheltered SH Homeless Individuals,0.0,southeast,State
2016,DE,Sheltered SH Homeless Individuals,0.0,southeast,State
2016,FL,Sheltered SH Homeless Individuals,130.0,southeast,State
2016,GA,Sheltered SH Homeless Individuals,0.0,southeast,State
2016,GU,Sheltered SH Homeless Individuals,0.0,west,Territory
2016,HI,Sheltered SH Homeless Individuals,26.0,west,State
2016,IA,Sheltered SH Homeless Individuals,0.0,midwest,State
2016,ID,Sheltered SH Homeless Individuals,0.0,west,State
2016,IL,Sheltered SH Homeless Individuals,94.0,midwest,State
2016,IN,Sheltered SH Homeless Individuals,34.0,midwest,State
2016,KS,Sheltered SH Homeless Individuals,12.0,midwest,State
2016,KY,Sheltered SH Homeless Individuals,0.0,southeast,State
2016,LA,Sheltered SH Homeless Individuals,43.0,southeast,State
2016,MA,Sheltered SH Homeless Individuals,41.0,northeast,State
2016,MD,Sheltered SH Homeless Individuals,78.0,southeast,State
2016,ME,Sheltered SH Homeless Individuals,12.0,northeast,State
2016,MI,Sheltered SH Homeless Individuals,57.0,midwest,State
2016,MN,Sheltered SH Homeless Individuals,0.0,midwest,State
2016,MO,Sheltered SH Homeless Individuals,38.0,midwest,State
2016,MS,Sheltered SH Homeless Individuals,0.0,southeast,State
2016,MT,Sheltered SH Homeless Individuals,0.0,west,State
2016,NC,Sheltered SH Homeless Individuals,0.0,southeast,State
2016,ND,Sheltered SH Homeless Individuals,0.0,midwest,State
2016,NE,Sheltered SH Homeless Individuals,0.0,midwest,State
2016,NH,Sheltered SH Homeless Individuals,8.0,northeast,State
2016,NJ,Sheltered SH Homeless Individuals,20.0,northeast,State
2016,NM,Sheltered SH Homeless Individuals,0.0,southwest,State
2016,NV,Sheltered SH Homeless Individuals,25.0,west,State
