year,state,count_type,count
2016,WV,Homeless People in Families,348
2016,WY,Homeless People in Families,340
2016,Total,Homeless People in Families,194716
2016,AK,Sheltered ES Homeless People in Families,230
2016,AL,Sheltered ES Homeless People in Families,454
2016,AR,Sheltered ES Homeless People in Families,323
2016,AZ,Sheltered ES Homeless People in Families,1290
2016,CA,Sheltered ES Homeless People in Families,7612
2016,CO,Sheltered ES Homeless People in Families,1240
2016,CT,Sheltered ES Homeless People in Families,876
2016,DC,Sheltered ES Homeless People in Families,3665
2016,DE,Sheltered ES Homeless People in Families,167
2016,FL,Sheltered ES Homeless People in Families,3688
2016,GA,Sheltered ES Homeless People in Families,1242
2016,GU,Sheltered ES Homeless People in Families,94
2016,HI,Sheltered ES Homeless People in Families,579
2016,IA,Sheltered ES Homeless People in Families,414
2016,ID,Sheltered ES Homeless People in Families,270
2016,IL,Sheltered ES Homeless People in Families,952
2016,IN,Sheltered ES Homeless People in Families,1072
2016,KS,Sheltered ES Homeless People in Families,403
2016,KY,Sheltered ES Homeless People in Families,598
2016,LA,Sheltered ES Homeless People in Families,339
2016,MA,Sheltered ES Homeless People in Families,11876
2016,MD,Sheltered ES Homeless People in Families,1230
2016,ME,Sheltered ES Homeless People in Families,383
2016,MI,Sheltered ES Homeless People in Families,1958
2016,MN,Sheltered ES Homeless People in Families,1542
2016,MO,Sheltered ES Homeless People in Families,1176
2016,MP,Sheltered ES Homeless People in Families,
2016,MS,Sheltered ES Homeless People in Families,151
2016,MT,Sheltered ES Homeless People in Families,185
2016,NC,Sheltered ES Homeless People in Families,1735
2016,ND,Sheltered ES Homeless People in Families,91
2016,NE,Sheltered ES Homeless People in Families,399
2016,NH,Sheltered ES Homeless People in Families,224
2016,NJ,Sheltered ES Homeless People in Families,2341
2016,NM,Sheltered ES Homeless People in Families,337
2016,NV,Sheltered ES Homeless People in Families,329
2016,NY,Sheltered ES Homeless People in Families,48353
2016,OH,Sheltered ES Homeless People in Families,2309
2016,OK,Sheltered ES Homeless People in Families,694
2016,OR,Sheltered ES Homeless People in Families,813
2016,PA,Sheltered ES Homeless People in Families,3150
2016,PR,Sheltered ES Homeless People in Families,38
2016,RI,Sheltered ES Homeless People in Families,140
2016,SC,Sheltered ES Homeless People in Families,473
2016,SD,Sheltered ES Homeless People in Families,290
2016,TN,Sheltered ES Homeless People in Families,891
2016,TX,Sheltered ES Homeless People in Families,3372
2016,UT,Sheltered ES Homeless People in Families,694
2016,VA,Sheltered ES Homeless People in Families,1202
2016,VI,Sheltered ES Homeless People in Families,21
2016,VT,Sheltered ES Homeless People in Families,283
2016,WA,Sheltered ES Homeless People in Families,2093
2016,WI,Sheltered ES Homeless People in Families,1362
2016,WV,Sheltered ES Homeless People in Families,239
2016,WY,Sheltered ES Homeless People in Families,113
2016,Total,Sheltered ES Homeless People in Families,115995
2016,AK,Sheltered TH Homeless People in Families,179
2016,AL,Sheltered TH Homeless People in Families,422
2016,AR,Sheltered TH Homeless People in Families,153
2016,AZ,Sheltered TH Homeless People in Families,1609
2016,CA,Sheltered TH Homeless People in Families,8420
2016,CO,Sheltered TH Homeless People in Families,2019
2016,CT,Sheltered TH Homeless People in Families,450
2016,DC,Sheltered TH Homeless People in Families,1002
2016,DE,Sheltered TH Homeless People in Families,150
2016,FL,Sheltered TH Homeless People in Families,2869
2016,GA,Sheltered TH Homeless People in Families,1516
2016,GU,Sheltered TH Homeless People in Families,0
2016,HI,Sheltered TH Homeless People in Families,1752
2016,IA,Sheltered TH Homeless People in Families,1107
2016,ID,Sheltered TH Homeless People in Families,353
2016,IL,Sheltered TH Homeless People in Families,3558
2016,IN,Sheltered TH Homeless People in Families,877
2016,KS,Sheltered TH Homeless People in Families,614
2016,KY,Sheltered TH Homeless People in Families,533
2016,LA,Sheltered TH Homeless People in Families,445
2016,MA,Sheltered TH Homeless People in Families,1282
2016,MD,Sheltered TH Homeless People in Families,1180
2016,ME,Sheltered TH Homeless People in Families,523
2016,MI,Sheltered TH Homeless People in Families,1425
2016,MN,Sheltered TH Homeless People in Families,2008
2016,MO,Sheltered TH Homeless People in Families,972
2016,MP,Sheltered TH Homeless People in Families,
2016,MS,Sheltered TH Homeless People in Families,182
2016,MT,Sheltered TH Homeless People in Families,160
2016,NC,Sheltered TH Homeless People in Families,833
2016,ND,Sheltered TH Homeless People in Families,107
2016,NE,Sheltered TH Homeless People in Families,475
2016,NH,Sheltered TH Homeless People in Families,304
2016,NJ,Sheltered TH Homeless People in Families,933
2016,NM,Sheltered TH Homeless People in Families,345
2016,NV,Sheltered TH Homeless People in Families,205
2016,NY,Sheltered TH Homeless People in Families,2615
2016,OH,Sheltered TH Homeless People in Families,1067
2016,OK,Sheltered TH Homeless People in Families,273
2016,OR,Sheltered TH Homeless People in Families,765
2016,PA,Sheltered TH Homeless People in Families,3434
2016,PR,Sheltered TH Homeless People in Families,384
2016,RI,Sheltered TH Homeless People in Families,161
2016,SC,Sheltered TH Homeless People in Families,548
2016,SD,Sheltered TH Homeless People in Families,151
2016,TN,Sheltered TH Homeless People in Families,680
2016,TX,Sheltered TH Homeless People in Families,3527
2016,UT,Sheltered TH Homeless People in Families,265
2016,VA,Sheltered TH Homeless People in Families,1055
2016,VI,Sheltered TH Homeless People in Families,12
2016,VT,Sheltered TH Homeless People in Families,162
2016,WA,Sheltered TH Homeless People in Families,3879
2016,WI,Sheltered TH Homeless People in Families,1418
2016,WV,Sheltered TH Homeless People in Families,109
2016,WY,Sheltered TH Homeless People in Families,101
2016,Total,Sheltered TH Homeless People in Families,59568
2016,AK,Sheltered Total Homeless People in Families,409
2016,AL,Sheltered Total Homeless People in Families,876
2016,AR,Sheltered Total Homeless People in Families,476
2016,AZ,Sheltered Total Homeless People in Families,2899
2016,CA,Sheltered Total Homeless People in Families,16032
2016,CO,Sheltered Total Homeless People in Families,3259
2016,CT,Sheltered Total Homeless People in Families,1326
2016,DC,Sheltered Total Homeless People in Families,4667
2016,DE,Sheltered Total Homeless People in Families,317
2016,FL,Sheltered Total Homeless People in Families,6557
2016,GA,Sheltered Total Homeless People in Families,2758
2016,GU,Sheltered Total Homeless People in Families,94
2016,HI,Sheltered Total Homeless People in Families,2331
2016,IA,Sheltered Total Homeless People in Families,1521
2016,ID,Sheltered Total Homeless People in Families,623
2016,IL,Sheltered Total Homeless People in Families,4510
2016,IN,Sheltered Total Homeless People in Families,1949
2016,KS,Sheltered Total Homeless People in Families,1017
2016,KY,Sheltered Total Homeless People in Families,1131
2016,LA,Sheltered Total Homeless People in Families,784
2016,MA,Sheltered Total Homeless People in Families,13158
2016,MD,Sheltered Total Homeless People in Families,2410
2016,ME,Sheltered Total Homeless People in Families,906
2016,MI,Sheltered Total Homeless People in Families,3383
2016,MN,Sheltered Total Homeless People in Families,3550
2016,MO,Sheltered Total Homeless People in Families,2148
2016,MP,Sheltered Total Homeless People in Families,
2016,MS,Sheltered Total Homeless People in Families,333
2016,MT,Sheltered Total Homeless People in Families,345
2016,NC,Sheltered Total Homeless People in Families,2568
2016,ND,Sheltered Total Homeless People in Families,198
2016,NE,Sheltered Total Homeless People in Families,874
2016,NH,Sheltered Total Homeless People in Families,528
2016,NJ,Sheltered Total Homeless People in Families,3274
2016,NM,Sheltered Total Homeless People in Families,682
2016,NV,Sheltered Total Homeless People in Families,534
2016,NY,Sheltered Total Homeless People in Families,50968
2016,OH,Sheltered Total Homeless People in Families,3376
2016,OK,Sheltered Total Homeless People in Families,967
2016,OR,Sheltered Total Homeless People in Families,1578
2016,PA,Sheltered Total Homeless People in Families,6584
2016,PR,Sheltered Total Homeless People in Families,422
2016,RI,Sheltered Total Homeless People in Families,301
2016,SC,Sheltered Total Homeless People in Families,1021
2016,SD,Sheltered Total Homeless People in Families,441
2016,TN,Sheltered Total Homeless People in Families,1571
2016,TX,Sheltered Total Homeless People in Families,6899
2016,UT,Sheltered Total Homeless People in Families,959
2016,VA,Sheltered Total Homeless People in Families,2257
2016,VI,Sheltered Total Homeless People in Families,33
2016,VT,Sheltered Total Homeless People in Families,445
2016,WA,Sheltered Total Homeless People in Families,5972
2016,WI,Sheltered Total Homeless People in Families,2780
2016,WV,Sheltered Total Homeless People in Families,348
2016,WY,Sheltered Total Homeless People in Families,214
2016,Total,Sheltered Total Homeless People in Families,175563
2016,AK,Unsheltered Homeless People in Families,4
2016,AL,Unsheltered Homeless People in Families,216
2016,AR,Unsheltered Homeless People in Families,149
2016,AZ,Unsheltered Homeless People in Families,149
2016,CA,Unsheltered Homeless People in Families,4450
2016,CO,Unsheltered Homeless People in Families,841
2016,CT,Unsheltered Homeless People in Families,6
2016,DC,Unsheltered Homeless People in Families,0
2016,DE,Unsheltered Homeless People in Families,0
2016,FL,Unsheltered Homeless People in Families,2801
2016,GA,Unsheltered Homeless People in Families,886
2016,GU,Unsheltered Homeless People in Families,764
2016,HI,Unsheltered Homeless People in Families,1000
2016,IA,Unsheltered Homeless People in Families,0
2016,ID,Unsheltered Homeless People in Families,340
2016,IL,Unsheltered Homeless People in Families,94
2016,IN,Unsheltered Homeless People in Families,25
2016,KS,Unsheltered Homeless People in Families,10
2016,KY,Unsheltered Homeless People in Families,157
2016,LA,Unsheltered Homeless People in Families,34
2016,MA,Unsheltered Homeless People in Families,16
2016,MD,Unsheltered Homeless People in Families,296
2016,ME,Unsheltered Homeless People in Families,14
2016,MI,Unsheltered Homeless People in Families,130
2016,MN,Unsheltered Homeless People in Families,122
2016,MO,Unsheltered Homeless People in Families,236
2016,MP,Unsheltered Homeless People in Families,
2016,MS,Unsheltered Homeless People in Families,106
2016,MT,Unsheltered Homeless People in Families,229
2016,NC,Unsheltered Homeless People in Families,595
2016,ND,Unsheltered Homeless People in Families,63
2016,NE,Unsheltered Homeless People in Families,0
2016,NH,Unsheltered Homeless People in Families,11
2016,NJ,Unsheltered Homeless People in Families,81
2016,NM,Unsheltered Homeless People in Families,25
2016,NV,Unsheltered Homeless People in Families,11
2016,NY,Unsheltered Homeless People in Families,69
2016,OH,Unsheltered Homeless People in Families,82
2016,OK,Unsheltered Homeless People in Families,143
2016,OR,Unsheltered Homeless People in Families,2281
2016,PA,Unsheltered Homeless People in Families,156
2016,PR,Unsheltered Homeless People in Families,197
2016,RI,Unsheltered Homeless People in Families,0
2016,SC,Unsheltered Homeless People in Families,272
2016,SD,Unsheltered Homeless People in Families,83
2016,TN,Unsheltered Homeless People in Families,556
2016,TX,Unsheltered Homeless People in Families,264
2016,UT,Unsheltered Homeless People in Families,20
2016,VA,Unsheltered Homeless People in Families,52
2016,VI,Unsheltered Homeless People in Families,0
2016,VT,Unsheltered Homeless People in Families,17
2016,WA,Unsheltered Homeless People in Families,955
2016,WI,Unsheltered Homeless People in Families,19
2016,WV,Unsheltered Homeless People in Families,0
2016,WY,Unsheltered Homeless People in Families,126
2016,Total,Unsheltered Homeless People in Families,19153
2016,AK,Homeless Family Households,135
2016,AL,Homeless Family Households,356
2016,AR,Homeless Family Households,191
2016,AZ,Homeless Family Households,917
2016,CA,Homeless Family Households,6764
2016,CO,Homeless Family Households,1200
2016,CT,Homeless Family Households,449
2016,DC,Homeless Family Households,1491
2016,DE,Homeless Family Households,108
2016,FL,Homeless Family Households,3031
2016,GA,Homeless Family Households,1145
2016,GU,Homeless Family Households,158
2016,HI,Homeless Family Households,805
2016,IA,Homeless Family Households,466
2016,ID,Homeless Family Households,291
2016,IL,Homeless Family Households,1461
2016,IN,Homeless Family Households,609
2016,KS,Homeless Family Households,343
2016,KY,Homeless Family Households,410
2016,LA,Homeless Family Households,243
2016,MA,Homeless Family Households,4381
2016,MD,Homeless Family Households,866
2016,ME,Homeless Family Households,297
2016,MI,Homeless Family Households,1109
2016,MN,Homeless Family Households,1065
2016,MO,Homeless Family Households,767
2016,MP,Homeless Family Households,
2016,MS,Homeless Family Households,133
2016,MT,Homeless Family Households,172
2016,NC,Homeless Family Households,1041
2016,ND,Homeless Family Households,70
2016,NE,Homeless Family Households,280
2016,NH,Homeless Family Households,185
2016,NJ,Homeless Family Households,1123
2016,NM,Homeless Family Households,229
2016,NV,Homeless Family Households,180
2016,NY,Homeless Family Households,15499
2016,OH,Homeless Family Households,1079
2016,OK,Homeless Family Households,360
2016,OR,Homeless Family Households,1315
2016,PA,Homeless Family Households,2200
2016,PR,Homeless Family Households,188
2016,RI,Homeless Family Households,93
2016,SC,Homeless Family Households,409
2016,SD,Homeless Family Households,170
2016,TN,Homeless Family Households,710
2016,TX,Homeless Family Households,2297
2016,UT,Homeless Family Households,298
2016,VA,Homeless Family Households,737
2016,VI,Homeless Family Households,11
2016,VT,Homeless Family Households,158
2016,WA,Homeless Family Households,2185
2016,WI,Homeless Family Households,862
2016,WV,Homeless Family Households,113
2016,WY,Homeless Family Households,110
2016,Total,Homeless Family Households,61265
2016,AK,Sheltered ES Homeless Family Households,76
2016,AL,Sheltered ES Homeless Family Households,139
2016,AR,Sheltered ES Homeless Family Households,107
2016,AZ,Sheltered ES Homeless Family Households,400
2016,CA,Sheltered ES Homeless Family Households,2463
2016,CO,Sheltered ES Homeless Family Households,346
2016,CT,Sheltered ES Homeless Family Households,290
2016,DC,Sheltered ES Homeless Family Households,1136
2016,DE,Sheltered ES Homeless Family Households,53
2016,FL,Sheltered ES Homeless Family Households,1222
2016,GA,Sheltered ES Homeless Family Households,426
2016,GU,Sheltered ES Homeless Family Households,23
2016,HI,Sheltered ES Homeless Family Households,153
2016,IA,Sheltered ES Homeless Family Households,123
2016,ID,Sheltered ES Homeless Family Households,85
2016,IL,Sheltered ES Homeless Family Households,316
2016,IN,Sheltered ES Homeless Family Households,338
2016,KS,Sheltered ES Homeless Family Households,123
2016,KY,Sheltered ES Homeless Family Households,187
2016,LA,Sheltered ES Homeless Family Households,109
2016,MA,Sheltered ES Homeless Family Households,3916
2016,MD,Sheltered ES Homeless Family Households,388
2016,ME,Sheltered ES Homeless Family Households,116
2016,MI,Sheltered ES Homeless Family Households,616
2016,MN,Sheltered ES Homeless Family Households,486
2016,MO,Sheltered ES Homeless Family Households,379
2016,MP,Sheltered ES Homeless Family Households,
2016,MS,Sheltered ES Homeless Family Households,49
2016,MT,Sheltered ES Homeless Family Households,61
2016,NC,Sheltered ES Homeless Family Households,573
2016,ND,Sheltered ES Homeless Family Households,27
2016,NE,Sheltered ES Homeless Family Households,127
2016,NH,Sheltered ES Homeless Family Households,83
2016,NJ,Sheltered ES Homeless Family Households,767
2016,NM,Sheltered ES Homeless Family Households,117
2016,NV,Sheltered ES Homeless Family Households,106
2016,NY,Sheltered ES Homeless Family Households,14534
2016,OH,Sheltered ES Homeless Family Households,719
2016,OK,Sheltered ES Homeless Family Households,217
2016,OR,Sheltered ES Homeless Family Households,265
2016,PA,Sheltered ES Homeless Family Households,989
2016,PR,Sheltered ES Homeless Family Households,13
2016,RI,Sheltered ES Homeless Family Households,41
2016,SC,Sheltered ES Homeless Family Households,153
2016,SD,Sheltered ES Homeless Family Households,85
2016,TN,Sheltered ES Homeless Family Households,302
2016,TX,Sheltered ES Homeless Family Households,1062
2016,UT,Sheltered ES Homeless Family Households,210
2016,VA,Sheltered ES Homeless Family Households,394
2016,VI,Sheltered ES Homeless Family Households,6
2016,VT,Sheltered ES Homeless Family Households,95
2016,WA,Sheltered ES Homeless Family Households,659
2016,WI,Sheltered ES Homeless Family Households,414
2016,WV,Sheltered ES Homeless Family Households,79
2016,WY,Sheltered ES Homeless Family Households,40
2016,Total,Sheltered ES Homeless Family Households,36203
2016,AK,Sheltered TH Homeless Family Households,58
2016,AL,Sheltered TH Homeless Family Households,154
2016,AR,Sheltered TH Homeless Family Households,40
2016,AZ,Sheltered TH Homeless Family Households,477
2016,CA,Sheltered TH Homeless Family Households,2712
2016,CO,Sheltered TH Homeless Family Households,613
2016,CT,Sheltered TH Homeless Family Households,157
2016,DC,Sheltered TH Homeless Family Households,355
2016,DE,Sheltered TH Homeless Family Households,55
2016,FL,Sheltered TH Homeless Family Households,880
2016,GA,Sheltered TH Homeless Family Households,494
2016,GU,Sheltered TH Homeless Family Households,0
2016,HI,Sheltered TH Homeless Family Households,416
2016,IA,Sheltered TH Homeless Family Households,343
2016,ID,Sheltered TH Homeless Family Households,112
2016,IL,Sheltered TH Homeless Family Households,1115
2016,IN,Sheltered TH Homeless Family Households,266
2016,KS,Sheltered TH Homeless Family Households,217
2016,KY,Sheltered TH Homeless Family Households,178
2016,LA,Sheltered TH Homeless Family Households,122
2016,MA,Sheltered TH Homeless Family Households,458
2016,MD,Sheltered TH Homeless Family Households,389
2016,ME,Sheltered TH Homeless Family Households,176
2016,MI,Sheltered TH Homeless Family Households,457
2016,MN,Sheltered TH Homeless Family Households,548
2016,MO,Sheltered TH Homeless Family Households,324
2016,MP,Sheltered TH Homeless Family Households,
2016,MS,Sheltered TH Homeless Family Households,52
2016,MT,Sheltered TH Homeless Family Households,52
2016,NC,Sheltered TH Homeless Family Households,272
2016,ND,Sheltered TH Homeless Family Households,31
2016,NE,Sheltered TH Homeless Family Households,153
2016,NH,Sheltered TH Homeless Family Households,98
2016,NJ,Sheltered TH Homeless Family Households,331
2016,NM,Sheltered TH Homeless Family Households,106
2016,NV,Sheltered TH Homeless Family Households,70
2016,NY,Sheltered TH Homeless Family Households,940
2016,OH,Sheltered TH Homeless Family Households,342
2016,OK,Sheltered TH Homeless Family Households,96
2016,OR,Sheltered TH Homeless Family Households,241
2016,PA,Sheltered TH Homeless Family Households,1163
2016,PR,Sheltered TH Homeless Family Households,126
2016,RI,Sheltered TH Homeless Family Households,52
2016,SC,Sheltered TH Homeless Family Households,176
2016,SD,Sheltered TH Homeless Family Households,58
2016,TN,Sheltered TH Homeless Family Households,232
2016,TX,Sheltered TH Homeless Family Households,1154
2016,UT,Sheltered TH Homeless Family Households,81
2016,VA,Sheltered TH Homeless Family Households,326
2016,VI,Sheltered TH Homeless Family Households,5
2016,VT,Sheltered TH Homeless Family Households,57
2016,WA,Sheltered TH Homeless Family Households,1219
2016,WI,Sheltered TH Homeless Family Households,442
2016,WV,Sheltered TH Homeless Family Households,34
2016,WY,Sheltered TH Homeless Family Households,37
2016,Total,Sheltered TH Homeless Family Households,19062
2016,AK,Sheltered Total Homeless Family Households,134
2016,AL,Sheltered Total Homeless Family Households,293
2016,AR,Sheltered Total Homeless Family Households,147
2016,AZ,Sheltered Total Homeless Family Households,877
2016,CA,Sheltered Total Homeless Family Households,5175
2016,CO,Sheltered Total Homeless Family Households,959
2016,CT,Sheltered Total Homeless Family Households,447
2016,DC,Sheltered Total Homeless Family Households,1491
2016,DE,Sheltered Total Homeless Family Households,108
2016,FL,Sheltered Total Homeless Family Households,2102
2016,GA,Sheltered Total Homeless Family Households,920
2016,GU,Sheltered Total Homeless Family Households,23
2016,HI,Sheltered Total Homeless Family Households,569
2016,IA,Sheltered Total Homeless Family Households,466
2016,ID,Sheltered Total Homeless Family Households,197
2016,IL,Sheltered Total Homeless Family Households,1431
2016,IN,Sheltered Total Homeless Family Households,604
2016,KS,Sheltered Total Homeless Family Households,340
2016,KY,Sheltered Total Homeless Family Households,365
2016,LA,Sheltered Total Homeless Family Households,231
2016,MA,Sheltered Total Homeless Family Households,4374
2016,MD,Sheltered Total Homeless Family Households,777
2016,ME,Sheltered Total Homeless Family Households,292
2016,MI,Sheltered Total Homeless Family Households,1073
2016,MN,Sheltered Total Homeless Family Households,1034
2016,MO,Sheltered Total Homeless Family Households,703
2016,MP,Sheltered Total Homeless Family Households,
2016,MS,Sheltered Total Homeless Family Households,101
2016,MT,Sheltered Total Homeless Family Households,113
2016,NC,Sheltered Total Homeless Family Households,845
2016,ND,Sheltered Total Homeless Family Households,58
2016,NE,Sheltered Total Homeless Family Households,280
2016,NH,Sheltered Total Homeless Family Households,181
2016,NJ,Sheltered Total Homeless Family Households,1098
2016,NM,Sheltered Total Homeless Family Households,223
2016,NV,Sheltered Total Homeless Family Households,176
2016,NY,Sheltered Total Homeless Family Households,15474
2016,OH,Sheltered Total Homeless Family Households,1061
2016,OK,Sheltered Total Homeless Family Households,313
2016,OR,Sheltered Total Homeless Family Households,506
2016,PA,Sheltered Total Homeless Family Households,2152
2016,PR,Sheltered Total Homeless Family Households,139
2016,RI,Sheltered Total Homeless Family Households,93
2016,SC,Sheltered Total Homeless Family Households,329
2016,SD,Sheltered Total Homeless Family Households,143
2016,TN,Sheltered Total Homeless Family Households,534
2016,TX,Sheltered Total Homeless Family Households,2216
2016,UT,Sheltered Total Homeless Family Households,291
2016,VA,Sheltered Total Homeless Family Households,720
2016,VI,Sheltered Total Homeless Family Households,11
2016,VT,Sheltered Total Homeless Family Households,152
2016,WA,Sheltered Total Homeless Family Households,1878
2016,WI,Sheltered Total Homeless Family Households,856
2016,WV,Sheltered Total Homeless Family Households,113
2016,WY,Sheltered Total Homeless Family Households,77
2016,Total,Sheltered Total Homeless Family Households,55265
2016,AK,Unsheltered Homeless Family Households,1
2016,AL,Unsheltered Homeless Family Households,63
2016,AR,Unsheltered Homeless Family Households,44
2016,AZ,Unsheltered Homeless Family Households,40
2016,CA,Unsheltered Homeless Family Households,1589
2016,CO,Unsheltered Homeless Family Households,241
2016,CT,Unsheltered Homeless Family Households,2
2016,DC,Unsheltered Homeless Family Households,0
2016,DE,Unsheltered Homeless Family Households,0
2016,FL,Unsheltered Homeless Family Households,929
2016,GA,Unsheltered Homeless Family Households,225
2016,GU,Unsheltered Homeless Family Households,135
2016,HI,Unsheltered Homeless Family Households,236
2016,IA,Unsheltered Homeless Family Households,0
2016,ID,Unsheltered Homeless Family Households,94
2016,IL,Unsheltered Homeless Family Households,30
2016,IN,Unsheltered Homeless Family Households,5
2016,KS,Unsheltered Homeless Family Households,3
2016,KY,Unsheltered Homeless Family Households,45
2016,LA,Unsheltered Homeless Family Households,12
2016,MA,Unsheltered Homeless Family Households,7
2016,MD,Unsheltered Homeless Family Households,89
2016,ME,Unsheltered Homeless Family Households,5
2016,MI,Unsheltered Homeless Family Households,36
2016,MN,Unsheltered Homeless Family Households,31
2016,MO,Unsheltered Homeless Family Households,64
2016,MP,Unsheltered Homeless Family Households,
2016,MS,Unsheltered Homeless Family Households,32
2016,MT,Unsheltered Homeless Family Households,59
2016,NC,Unsheltered Homeless Family Households,196
2016,ND,Unsheltered Homeless Family Households,12
2016,NE,Unsheltered Homeless Family Households,0
2016,NH,Unsheltered Homeless Family Households,4
2016,NJ,Unsheltered Homeless Family Households,25
2016,NM,Unsheltered Homeless Family Households,6
2016,NV,Unsheltered Homeless Family Households,4
2016,NY,Unsheltered Homeless Family Households,25
2016,OH,Unsheltered Homeless Family Households,18
2016,OK,Unsheltered Homeless Family Households,47
2016,OR,Unsheltered Homeless Family Households,809
2016,PA,Unsheltered Homeless Family Households,48
2016,PR,Unsheltered Homeless Family Households,49
2016,RI,Unsheltered Homeless Family Households,0
2016,SC,Unsheltered Homeless Family Households,80
2016,SD,Unsheltered Homeless Family Households,27
2016,TN,Unsheltered Homeless Family Households,176
2016,TX,Unsheltered Homeless Family Households,81
2016,UT,Unsheltered Homeless Family Households,7
2016,VA,Unsheltered Homeless Family Households,17
2016,VI,Unsheltered Homeless Family Households,0
2016,VT,Unsheltered Homeless Family Households,6
2016,WA,Unsheltered Homeless Family Households,307
2016,WI,Unsheltered Homeless Family Households,6
2016,WV,Unsheltered Homeless Family Households,0
2016,WY,Unsheltered Homeless Family Households,33
2016,Total,Unsheltered Homeless Family Households,6000
2016,AK,Chronically Homeless,122
2016,AL,Chronically Homeless,420
2016,AR,Chronically Homeless,503
2016,AZ,Chronically Homeless,1395
2016,CA,Chronically Homeless,31548
2016,CO,Chronically Homeless,1829
2016,CT,Chronically Homeless,467
2016,DC,Chronically Homeless,1597
2016,DE,Chronically Homeless,74
2016,FL,Chronically Homeless,5895
2016,GA,Chronically Homeless,1815
2016,GU,Chronically Homeless,55
2016,HI,Chronically Homeless,1949
2016,IA,Chronically Homeless,184
2016,ID,Chronically Homeless,337
2016,IL,Chronically Homeless,1024
2016,IN,Chronically Homeless,589
2016,KS,Chronically Homeless,362
2016,KY,Chronically Homeless,382
2016,LA,Chronically Homeless,570
2016,MA,Chronically Homeless,2325
2016,MD,Chronically Homeless,1364
2016,ME,Chronically Homeless,217
2016,MI,Chronically Homeless,776
2016,MN,Chronically Homeless,873
2016,MP,Chronically Homeless,
2016,MS,Chronically Homeless,183
2016,MT,Chronically Homeless,137
2016,NC,Chronically Homeless,1184
2016,ND,Chronically Homeless,120
2016,NE,Chronically Homeless,233
2016,NH,Chronically Homeless,281
2016,NJ,Chronically Homeless,822
2016,NM,Chronically Homeless,649
2016,NV,Chronically Homeless,347
2016,NY,Chronically Homeless,5368
2016,OH,Chronically Homeless,778
2016,OK,Chronically Homeless,696
2016,OR,Chronically Homeless,3460
2016,PA,Chronically Homeless,1325
2016,PR,Chronically Homeless,1772
2016,RI,Chronically Homeless,144
2016,SC,Chronically Homeless,988
2016,SD,Chronically Homeless,44
2016,TN,Chronically Homeless,1782
2016,TX,Chronically Homeless,3689
2016,UT,Chronically Homeless,190
2016,VA,Chronically Homeless,793
2016,VI,Chronically Homeless,26
2016,VT,Chronically Homeless,127
2016,WA,Chronically Homeless,2567
2016,WI,Chronically Homeless,363
2016,WV,Chronically Homeless,165
2016,WY,Chronically Homeless,91
2016,Total,Chronically Homeless,86132
2016,AK,Sheltered ES Chronically Homeless,94
2016,AL,Sheltered ES Chronically Homeless,170
2016,AR,Sheltered ES Chronically Homeless,226
2016,AZ,Sheltered ES Chronically Homeless,449
2016,CA,Sheltered ES Chronically Homeless,4412
2016,CO,Sheltered ES Chronically Homeless,903
2016,CT,Sheltered ES Chronically Homeless,282
2016,DC,Sheltered ES Chronically Homeless,1357
2016,DE,Sheltered ES Chronically Homeless,72
2016,FL,Sheltered ES Chronically Homeless,1331
2016,GA,Sheltered ES Chronically Homeless,470
2016,GU,Sheltered ES Chronically Homeless,0
2016,HI,Sheltered ES Chronically Homeless,120
2016,IA,Sheltered ES Chronically Homeless,137
2016,ID,Sheltered ES Chronically Homeless,160
2016,IL,Sheltered ES Chronically Homeless,591
2016,IN,Sheltered ES Chronically Homeless,365
2016,KS,Sheltered ES Chronically Homeless,254
2016,KY,Sheltered ES Chronically Homeless,235
2016,LA,Sheltered ES Chronically Homeless,161
2016,MA,Sheltered ES Chronically Homeless,2038
2016,MD,Sheltered ES Chronically Homeless,797
2016,ME,Sheltered ES Chronically Homeless,169
2016,MI,Sheltered ES Chronically Homeless,559
2016,MN,Sheltered ES Chronically Homeless,718
2016,MO,Sheltered ES Chronically Homeless,727
2016,MP,Sheltered ES Chronically Homeless,
2016,MS,Sheltered ES Chronically Homeless,28
2016,MT,Sheltered ES Chronically Homeless,26
2016,NC,Sheltered ES Chronically Homeless,638
2016,ND,Sheltered ES Chronically Homeless,41
2016,NE,Sheltered ES Chronically Homeless,196
2016,NH,Sheltered ES Chronically Homeless,214
2016,NJ,Sheltered ES Chronically Homeless,399
2016,NM,Sheltered ES Chronically Homeless,378
2016,NV,Sheltered ES Chronically Homeless,53
2016,NY,Sheltered ES Chronically Homeless,3285
2016,OH,Sheltered ES Chronically Homeless,401
2016,OK,Sheltered ES Chronically Homeless,390
2016,OR,Sheltered ES Chronically Homeless,546
2016,PA,Sheltered ES Chronically Homeless,646
2016,PR,Sheltered ES Chronically Homeless,157
2016,RI,Sheltered ES Chronically Homeless,141
2016,SC,Sheltered ES Chronically Homeless,436
2016,SD,Sheltered ES Chronically Homeless,37
2016,TN,Sheltered ES Chronically Homeless,687
2016,TX,Sheltered ES Chronically Homeless,1569
2016,UT,Sheltered ES Chronically Homeless,180
2016,VA,Sheltered ES Chronically Homeless,543
2016,VI,Sheltered ES Chronically Homeless,8
2016,VT,Sheltered ES Chronically Homeless,81
2016,WA,Sheltered ES Chronically Homeless,957
